#####################################################################################################
# NeXus source file: integrado
# NXdata: name =   img#_0_#_circles_8
#
#
# Exposure_msec                                     1000.0 + 0.0
# _diffrn_source.source                             Xenocs - Soleil
# _diffrn_sofware                                   Foxtrot 3.2.7 (2015-08-21 17:32:57)
# _diffrn_detector.detector                         not specified
# _diffrn_comment.comment                           _
# _sas_detc.pixnum_ax                               [487]
# _sas_detc.pixnum_eq                               [195]
# _sas_detc.pixsize                                 172.0
# _sas_detc.binning                                 1
# _sas_detc.center_ax                               4.16
# _sas_detc.center_eq                               192.1
# _sas_detc.dist_spec/detc                          2490.67
# _sas_detc.energy                                  nan
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.wave_length                             1.5419
# _sas_detc.bias                                    0
# _sas_detc.sector_width                            360.0
# _sas_detc.mask                                    C:\USUARIOS SAXS\INTERNOS\Agustin Picco\20230413\mask
# Normalization                                     false
# Normalization Factor                              1.0
# Normalization Monitor                             null
# Normalization Intensity                           1.0
#####################################################################################################
q(A-1)              I(q)20230413_0_00008.edf{0}_circles_8   Sig(q)20230413_0_00008.edf{0}_circles_8 2Theta(degrees)     
0.0                 nan                                     nan                                     0.0                 
0.00028140766093    nan                                     nan                                     0.00395671608868    
0.00056281531884    nan                                     nan                                     0.00791343213961    
0.000844222970712   nan                                     nan                                     0.0118701481151     
0.00112563061352    nan                                     nan                                     0.0158268639773     
0.00140703824426    nan                                     nan                                     0.0197835796886     
0.0016884458599     nan                                     nan                                     0.0237402952112     
0.00196985345741    nan                                     nan                                     0.0276970105074     
0.0022512610338     nan                                     nan                                     0.0316537255393     
0.00253266858602    nan                                     nan                                     0.0356104402694     
0.00281407611107    nan                                     nan                                     0.0395671546598     
0.00309548360593    nan                                     nan                                     0.0435238686729     
0.00337689106757    nan                                     nan                                     0.0474805822708     
0.00365829849297    nan                                     nan                                     0.0514372954158     
0.00393970587912    nan                                     nan                                     0.0553940080703     
0.004221113223      nan                                     nan                                     0.0593507201964     
0.00450252052158    nan                                     nan                                     0.0633074317564     
0.00478392777185    nan                                     nan                                     0.0672641427126     
0.00506533497079    nan                                     nan                                     0.0712208530272     
0.00534674211538    nan                                     nan                                     0.0751775626625     
0.00562814920259    nan                                     nan                                     0.0791342715808     
0.00590955622942    nan                                     nan                                     0.0830909797444     
0.00619096319283    0.0                                     0.0                                     0.0870476871154     
0.00647237008982    0.0211533128614                         0.0498977769111                         0.0910043936561     
0.00675377691735    0.152786567543                          0.0998411260143                         0.0949610993289     
0.00703518367242    0.0671554255316                         0.0495805016267                         0.0989178040959     
0.007316590352      0.0744804791576                         0.0426939959473                         0.102874507919      
0.00759799695307    0.091135167243                          0.0428805565624                         0.106831210762      
0.00787940347261    0.0723842831763                         0.0377762482935                         0.110787912585      
0.00816080990761    0.0564194255863                         0.0326023108043                         0.114744613352      
0.00844221625504    0.0077572683735                         0.0120097211046                         0.118701313024      
0.00872362251188    0.0468377133323                         0.0289620309088                         0.122658011564      
0.00900502867512    0.0240272865152                         0.0204191684783                         0.126614708935      
0.00928643474173    0.0                                     0.0                                     0.130571405097      
0.0095678407087     0.0206531588388                         0.0184214563922                         0.134528100015      
0.00984924657301    0.0503534556079                         0.0285821215321                         0.138484793649      
0.0101306523316     0.00999169226972                        0.0124954565179                         0.142441485962      
0.0104120579815     0.00124585453789                        0.00437216564859                        0.146398176917      
0.0106934635197     0.0284057985843                         0.0206827453112                         0.150354866475      
0.0109748689432     0.000473754379715                       0.00262550474079                        0.1543115546        
0.0112562742489     0.0                                     0.0                                     0.158268241252      
0.0115376794338     0.0315478733258                         0.0209205921321                         0.162224926395      
0.0118190844949     0.0148546358872                         0.0142903957118                         0.166181609991      
0.0121004894292     0.0168551398758                         0.0150527698767                         0.170138292002      
0.0123818942337     0.00511403565187                        0.00817170544146                        0.17409497239       
0.0126632989053     0.0                                     0.0                                     0.178051651117      
0.012944703441      0.0                                     0.0                                     0.182008328146      
0.0132261078378     0.00736557679081                        0.00956929951917                        0.18596500344       
0.0135075120927     0.0155664556874                         0.0137241498945                         0.189921676959      
0.0137889162027     0.00143700992498                        0.00413023376511                        0.193878348668      
0.0140703201647     0.00398817123165                        0.00683965723534                        0.197835018527      
0.0143517239758     0.00754166293006                        0.00928314534524                        0.201791686499      
0.0146331276328     0.0154779178604                         0.0132436561515                         0.205748352546      
0.0149145311329     0.00697828299185                        0.00876313166619                        0.209705016631      
0.0151959344729     0.0                                     0.0                                     0.213661678716      
0.0154773376499     0.0                                     0.0                                     0.217618338764      
0.0157587406607     0.0                                     0.0                                     0.221574996735      
0.0160401435025     0.0                                     0.0                                     0.225531652593      
0.0163215461722     0.0                                     0.0                                     0.229488306301      
0.0166029486668     0.0                                     0.0                                     0.233444957819      
0.0168843509832     0.0                                     0.0                                     0.237401607111      
0.0171657531185     0.00282551487965                        0.00523745597762                        0.241358254139      
0.0174471550695     0.0206901153236                         0.0140898935078                         0.245314898864      
0.0177285568334     0.0145825801608                         0.0117029998544                         0.24927154125       
0.018009958407      0.00456200507343                        0.00653243456509                        0.253228181259      
0.0182913597874     0.00466861339665                        0.00652273665165                        0.257184818852      
0.0185727609715     0.00324257482494                        0.00541253243478                        0.261141453993      
0.0188541619564     0.00900580373939                        0.00896433502046                        0.265098086642      
0.0191355627389     0.0142924543991                         0.0111884624997                         0.269054716764      
0.0194169633161     0.0                                     0.0                                     0.273011344319      
0.019698363685      0.00432382407477                        0.00605605998831                        0.27696796927       
0.0199797638426     0.00966832975998                        0.00904695561271                        0.28092459158       
0.0202611637857     0.0112270115066                         0.00966923615097                        0.28488121121       
0.0205425635115     0.0070614528254                         0.0076077901634                         0.288837828123      
0.0208239630168     0.00112817920941                        0.00303181240212                        0.292794442282      
0.0211053622987     0.0                                     0.0                                     0.296751053648      
0.0213867613542     0.0                                     0.0                                     0.300707662183      
0.0216681601801     0.0                                     0.0                                     0.304664267851      
0.0219495587736     0.0                                     0.0                                     0.308620870613      
0.0222309571316     0.0                                     0.0                                     0.312577470432      
0.022512355251      0.0                                     0.0                                     0.316534067269      
0.0227937531289     0.000631524186636                       0.0021761639308                         0.320490661087      
0.0230751507623     0.00938626603144                        0.0082878070374                         0.324447251849      
0.023356548148      0.00461061369194                        0.00579441143493                        0.328403839516      
0.0236379452831     0.0                                     0.0                                     0.332360424052      
0.0239193421647     0.0                                     0.0                                     0.336317005417      
0.0242007387895     0.000427923312853                       0.00173966800071                        0.340273583575      
0.0244821351547     0.0064968381978                         0.00670278158827                        0.344230158487      
0.0247635312573     0.0                                     0.0                                     0.348186730116      
0.0250449270941     0.0                                     0.0                                     0.352143298425      
0.0253263226622     0.0                                     0.0                                     0.356099863375      
0.0256077179586     0.0                                     0.0                                     0.360056424929      
0.0258891129802     0.0                                     0.0                                     0.364012983049      
0.026170507724      0.0                                     0.0                                     0.367969537697      
