#####################################################################################################
# NeXus source file: integrado
# NXdata: name =  img#_0_#_circles_23
#
#
# Exposure_msec                                     1800000.0 + 0.0
# _diffrn_source.source                             Xenocs - Soleil
# _diffrn_sofware                                   Foxtrot 3.2.7 (2015-08-21 17:32:57)
# _diffrn_detector.detector                         not specified
# _diffrn_comment.comment                           _
# _sas_detc.pixnum_ax                               [487]
# _sas_detc.pixnum_eq                               [195]
# _sas_detc.pixsize                                 172.0
# _sas_detc.binning                                 1
# _sas_detc.center_ax                               9.0
# _sas_detc.center_eq                               184.0
# _sas_detc.dist_spec/detc                          2490.67
# _sas_detc.energy                                  nan
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.wave_length                             1.54189
# _sas_detc.bias                                    0
# _sas_detc.sector_width                            360.0
# _sas_detc.mask                                    C:\USUARIOS SAXS\INTERNOS\Agustin Picco\20230413\mask
# Normalization                                     false
# Normalization Factor                              1.0
# Normalization Monitor                             null
# Normalization Intensity                           1.0
#####################################################################################################
q(A-1)              I(q)20230413_0_00016.edf{0}_circles_23            Sig(q)20230413_0_00016.edf{0}_circles_23          2Theta(degrees)     
0.0                 nan                                               nan                                               0.0                 
0.000281409486013   nan                                               nan                                               0.00395671608868    
0.000562818969005   nan                                               nan                                               0.00791343213961    
0.000844228445959   nan                                               nan                                               0.0118701481151     
0.00112563791385    nan                                               nan                                               0.0158268639773     
0.00140704736967    nan                                               nan                                               0.0197835796886     
0.00168845681039    nan                                               nan                                               0.0237402952112     
0.00196986623299    nan                                               nan                                               0.0276970105074     
0.00225127563446    nan                                               nan                                               0.0316537255393     
0.00253268501176    nan                                               nan                                               0.0356104402694     
0.0028140943619     nan                                               nan                                               0.0395671546598     
0.00309550368183    nan                                               nan                                               0.0435238686729     
0.00337691296855    nan                                               nan                                               0.0474805822708     
0.00365832221904    nan                                               nan                                               0.0514372954158     
0.00393973143027    nan                                               nan                                               0.0553940080703     
0.00422114059923    81.5001311765                                     19.2690114875                                     0.0593507201964     
0.00450254972289    74.9372969354                                     2.94744373479                                     0.0633074317564     
0.00478395879824    70.9411261218                                     1.59488216285                                     0.0672641427126     
0.00506536782226    65.3429268306                                     1.2469028054                                      0.0712208530272     
0.00534677679193    57.8352767323                                     1.13250550819                                     0.0751775626625     
0.00562818570422    53.0953264637                                     1.05546088559                                     0.0791342715808     
0.00590959455612    48.2194744628                                     0.98031317125                                     0.0830909797444     
0.00619100334462    46.4844207059                                     0.932537720472                                    0.0870476871154     
0.00647241206668    42.7343015117                                     0.877825618088                                    0.0910043936561     
0.00675382071929    40.4784128178                                     0.830817042544                                    0.0949610993289     
0.00703522929943    39.266003147                                      0.809430318837                                    0.0989178040959     
0.00731663780409    36.9879883794                                     0.778477227504                                    0.102874507919      
0.00759804623023    34.9319876865                                     0.743520917783                                    0.106831210762      
0.00787945457485    33.3739251288                                     0.721334204463                                    0.110787912585      
0.00816086283492    32.238928892                                      0.696844848869                                    0.114744613352      
0.00844227100743    30.5416511294                                     0.67402542861                                     0.118701313024      
0.00872367908934    29.1241902698                                     0.649608776166                                    0.122658011564      
0.00900508707765    28.44953664                                       0.632816925742                                    0.126614708935      
0.00928649496934    27.7094811469                                     0.621677791838                                    0.130571405097      
0.00956790276138    26.544864064                                      0.598181382996                                    0.134528100015      
0.00984931045076    25.4225956781                                     0.583358880393                                    0.138484793649      
0.0101307180344     25.2628673453                                     0.572497971252                                    0.142441485962      
0.0104121255094     24.0762790698                                     0.553440877905                                    0.146398176917      
0.0106935328727     23.8845608754                                     0.548001234099                                    0.150354866475      
0.0109749401212     24.089789085                                      0.542301251153                                    0.1543115546        
0.011256347252      22.4024442474                                     0.520988075747                                    0.158268241252      
0.011537754262      21.6687839953                                     0.504485246282                                    0.162224926395      
0.0118191611482     21.8235569927                                     0.503689408787                                    0.166181609991      
0.0121005679075     21.0605599836                                     0.490976514356                                    0.170138292002      
0.012381974537      20.1685044782                                     0.473985813601                                    0.17409497239       
0.0126633810337     19.5163880885                                     0.464395715044                                    0.178051651117      
0.0129447873945     19.5764697963                                     0.458952308241                                    0.182008328146      
0.0132261936164     19.1946484423                                     0.452886956779                                    0.18596500344       
0.0135075996964     18.5394273665                                     0.441085940025                                    0.189921676959      
0.0137890056314     18.1121562018                                     0.430482311592                                    0.193878348668      
0.0140704114185     17.662412073                                      0.424228318703                                    0.197835018527      
0.0143518170546     17.1525190248                                     0.412684443714                                    0.201791686499      
0.0146332225367     16.5492135532                                     0.404297820718                                    0.205748352546      
0.0149146278618     15.930837827                                      0.39183755766                                     0.209705016631      
0.0151960330268     15.1263273376                                     0.379371370812                                    0.213661678716      
