#####################################################################################################
# NeXus source file: integrado
# NXdata: name =  img#_0_#_circles_30
#
#
# Exposure_msec                                     1800000.0 + 0.0
# _diffrn_source.source                             Xenocs - Soleil
# _diffrn_sofware                                   Foxtrot 3.2.7 (2015-08-21 17:32:57)
# _diffrn_detector.detector                         not specified
# _diffrn_comment.comment                           _
# _sas_detc.pixnum_ax                               [487]
# _sas_detc.pixnum_eq                               [195]
# _sas_detc.pixsize                                 172.0
# _sas_detc.binning                                 1
# _sas_detc.center_ax                               9.0
# _sas_detc.center_eq                               184.0
# _sas_detc.dist_spec/detc                          2490.67
# _sas_detc.energy                                  nan
# _sas_detc.gain                                    1.0
# _sas_detc.detector_based_uncertainty              0.0
# _sas_detc.wave_length                             1.54189
# _sas_detc.bias                                    0
# _sas_detc.sector_width                            360.0
# _sas_detc.mask                                    C:\USUARIOS SAXS\INTERNOS\Agustin Picco\20230413\mask
# Normalization                                     false
# Normalization Factor                              1.0
# Normalization Monitor                             null
# Normalization Intensity                           1.0
#####################################################################################################
q(A-1)              I(q)20230413_0_00015.edf{0}_circles_30            Sig(q)20230413_0_00015.edf{0}_circles_30          2Theta(degrees)     
0.0                 nan                                               nan                                               0.0                 
0.000281409486013   nan                                               nan                                               0.00395671608868    
0.000562818969005   nan                                               nan                                               0.00791343213961    
0.000844228445959   nan                                               nan                                               0.0118701481151     
0.00112563791385    nan                                               nan                                               0.0158268639773     
0.00140704736967    nan                                               nan                                               0.0197835796886     
0.00168845681039    nan                                               nan                                               0.0237402952112     
0.00196986623299    nan                                               nan                                               0.0276970105074     
0.00225127563446    nan                                               nan                                               0.0316537255393     
0.00253268501176    nan                                               nan                                               0.0356104402694     
0.0028140943619     nan                                               nan                                               0.0395671546598     
0.00309550368183    nan                                               nan                                               0.0435238686729     
0.00337691296855    nan                                               nan                                               0.0474805822708     
0.00365832221904    nan                                               nan                                               0.0514372954158     
0.00393973143027    nan                                               nan                                               0.0553940080703     
0.00422114059923    71.0001142765                                     17.9849736405                                     0.0593507201964     
0.00450254972289    74.7804020133                                     2.9443566121                                      0.0633074317564     
0.00478395879824    70.9326127251                                     1.59478646186                                     0.0672641427126     
0.00506536782226    63.9884316252                                     1.23391158892                                     0.0712208530272     
0.00534677679193    57.8245458551                                     1.13240043961                                     0.0751775626625     
0.00562818570422    51.9083735193                                     1.04359672174                                     0.0791342715808     
0.00590959455612    48.755126308                                      0.985743096674                                    0.0830909797444     
0.00619100334462    45.9594295139                                     0.927256765631                                    0.0870476871154     
0.00647241206668    42.7450427522                                     0.877935931622                                    0.0910043936561     
0.00675382071929    40.6559822742                                     0.832637349737                                    0.0949610993289     
0.00703522929943    37.9167018051                                     0.795401481841                                    0.0989178040959     
0.00731663780409    36.3835605147                                     0.77209040456                                     0.102874507919      
0.00759804623023    34.7678427747                                     0.741771963693                                    0.106831210762      
0.00787945457485    32.9064612007                                     0.716264575518                                    0.110787912585      
0.00816086283492    31.2295200795                                     0.685848900904                                    0.114744613352      
0.00844227100743    30.0138361437                                     0.66817585626                                     0.118701313024      
0.00872367908934    28.4581090123                                     0.64213741153                                     0.122658011564      
0.00900508707765    28.5924607137                                     0.634404499293                                    0.126614708935      
0.00928649496934    28.8651171201                                     0.634509046558                                    0.130571405097      
0.00956790276138    27.6131047436                                     0.610098925074                                    0.134528100015      
0.00984931045076    26.9262297277                                     0.600362616394                                    0.138484793649      
0.0101307180344     25.4045166445                                     0.574100730336                                    0.142441485962      
0.0104121255094     24.6839926317                                     0.560382098621                                    0.146398176917      
0.0106935328727     23.2376660873                                     0.540529199255                                    0.150354866475      
0.0109749401212     22.3504466162                                     0.522356749265                                    0.1543115546        
0.011256347252      22.2490195642                                     0.519200999392                                    0.158268241252      
0.011537754262      22.2564782548                                     0.511280727044                                    0.162224926395      
0.0118191611482     21.1999003217                                     0.496440220513                                    0.166181609991      
0.0121005679075     21.0963664583                                     0.491393708205                                    0.170138292002      
0.012381974537      20.6860958548                                     0.480029316858                                    0.17409497239       
0.0126633810337     20.1990463151                                     0.472447889838                                    0.178051651117      
0.0129447873945     20.0824966014                                     0.464846130533                                    0.182008328146      
0.0132261936164     20.018519653                                      0.462504232412                                    0.18596500344       
0.0135075996964     19.0293040188                                     0.446875462789                                    0.189921676959      
0.0137890056314     18.3718422453                                     0.433557384249                                    0.193878348668      
0.0140704114185     18.10816744                                       0.42954819673                                     0.197835018527      
0.0143518170546     17.8438948304                                     0.420919427372                                    0.201791686499      
0.0146332225367     17.0725797476                                     0.410640987168                                    0.205748352546      
0.0149146278618     16.5879766958                                     0.399837442404                                    0.209705016631      
0.0151960330268     16.0093080413                                     0.390287001363                                    0.213661678716      
