q(A-1)	I(q)20230413_0_00014.edf{0}_circles_31_division_ExposureTime	Sig(q)20230413_0_00014.edf{0}_circles_31	2Theta(degrees)
0.02308	0.00465	0.23666	0.32445
0.02336	0.00459	0.23426	0.32840
0.02364	0.00465	0.23505	0.33236
0.02392	0.00455	0.23041	0.33632
0.02420	0.00460	0.23170	0.34027
0.02448	0.00418	0.21840	0.34423
0.02476	0.00403	0.21423	0.34819
0.02505	0.00401	0.21284	0.35214
0.02533	0.00373	0.20385	0.35610
0.02561	0.00375	0.20391	0.36006
0.02589	0.00378	0.20269	0.36401
0.02617	0.00379	0.20287	0.36797
0.02645	0.00349	0.19358	0.37193
0.02673	0.00337	0.18925	0.37588
0.02701	0.00346	0.19111	0.37984
0.02730	0.00339	0.18789	0.38380
0.02758	0.00319	0.18226	0.38775
0.02786	0.00306	0.17684	0.39171
0.02814	0.00312	0.17792	0.39567
0.02842	0.00307	0.17601	0.39962
0.02870	0.00294	0.17121	0.40358
0.02898	0.00298	0.17231	0.40753
0.02927	0.00283	0.16629	0.41149
0.02955	0.00268	0.16168	0.41545
0.02983	0.00264	0.15957	0.41940
0.03011	0.00242	0.15217	0.42336
0.03039	0.00247	0.15318	0.42732
0.03067	0.00235	0.14851	0.43127
0.03095	0.00244	0.15130	0.43523
0.03124	0.00232	0.14652	0.43919
0.03152	0.00232	0.14604	0.44314
0.03180	0.00225	0.14306	0.44710
0.03208	0.00226	0.14284	0.45106
0.03236	0.00215	0.13935	0.45501
0.03264	0.00212	0.13699	0.45897
0.03292	0.00203	0.13399	0.46293
0.03321	0.00202	0.13314	0.46688
0.03349	0.00190	0.12837	0.47084
0.03377	0.00186	0.12704	0.47480
0.03405	0.00189	0.12707	0.47875
0.03433	0.00176	0.12257	0.48271
0.03461	0.00173	0.12087	0.48666
0.03489	0.00169	0.11917	0.49062
0.03518	0.00161	0.11582	0.49458
0.03546	0.00165	0.11660	0.49853
0.03574	0.00165	0.11654	0.50249
0.03602	0.00161	0.11426	0.50645
0.03630	0.00154	0.11183	0.51040
0.03658	0.00154	0.11109	0.51436
0.03686	0.00147	0.10799	0.51832
0.03714	0.00133	0.10300	0.52227
0.03743	0.00125	0.09903	0.52623
0.03771	0.00127	0.09963	0.53018
0.03799	0.00126	0.09869	0.53414
0.03827	0.00123	0.09727	0.53810
0.03855	0.00125	0.09799	0.54205
0.03883	0.00122	0.09591	0.54601
0.03911	0.00118	0.09449	0.54997
0.03940	0.00119	0.09424	0.55392
0.03968	0.00112	0.09153	0.55788
0.03996	0.00108	0.08947	0.56184
0.04024	0.00105	0.08786	0.56579
0.04052	0.00102	0.08656	0.56975
0.04080	0.00110	0.08924	0.57370
0.04108	0.00103	0.08637	0.57766
0.04137	0.00097	0.08336	0.58162
0.04165	0.00096	0.08276	0.58557
0.04193	0.00092	0.08076	0.58953
0.04221	0.00089	0.07878	0.59349
0.04249	0.00090	0.07964	0.59744
0.04277	0.00079	0.07395	0.60140
0.04305	0.00080	0.07454	0.60536
0.04334	0.00079	0.07374	0.60931
0.04362	0.00078	0.07267	0.61327
0.04390	0.00075	0.07163	0.61722
0.04418	0.00080	0.07351	0.62118
0.04446	0.00073	0.07022	0.62514
0.04474	0.00073	0.06977	0.62909
0.04502	0.00065	0.06538	0.63305
0.04530	0.00065	0.06539	0.63701
0.04559	0.00064	0.06477	0.64096
0.04587	0.00061	0.06304	0.64492
0.04615	0.00065	0.06473	0.64887
0.04643	0.00064	0.06402	0.65283
0.04671	0.00053	0.05814	0.65679
0.04699	0.00056	0.05959	0.66074
0.04727	0.00057	0.05997	0.66470
0.04756	0.00055	0.05881	0.66865
0.04784	0.00055	0.05892	0.67261
0.04812	0.00053	0.05773	0.67657
0.04840	0.00050	0.05540	0.68052
0.04868	0.00053	0.05734	0.68448
0.04896	0.00053	0.05681	0.68844
0.04924	0.00051	0.05613	0.69239
0.04953	0.00049	0.05429	0.69635
0.04981	0.00052	0.05577	0.70030
0.05009	0.00047	0.05306	0.70426
0.05037	0.00045	0.05181	0.70822
0.05065	0.00048	0.05329	0.71217
0.05093	0.00044	0.05083	0.71613
0.05121	0.00043	0.05007	0.72008
0.05149	0.00042	0.04950	0.72404
0.05178	0.00041	0.04949	0.72800
0.05206	0.00042	0.05155	0.73195
0.05234	0.00044	0.05356	0.73591
0.05262	0.00042	0.05321	0.73986
0.05290	0.00038	0.05073	0.74382
0.05318	0.00036	0.04963	0.74778
0.05346	0.00037	0.05032	0.75173
0.05375	0.00041	0.05310	0.75569
0.05403	0.00037	0.05070	0.75964
0.05431	0.00039	0.05250	0.76360
0.05459	0.00037	0.05160	0.76756
0.05487	0.00035	0.05042	0.77151
0.05515	0.00032	0.04824	0.77547
0.05543	0.00032	0.04819	0.77942
0.05572	0.00030	0.04676	0.78338
0.05600	0.00038	0.05246	0.78734
0.05628	0.00036	0.05171	0.79129
0.05656	0.00029	0.04594	0.79525
0.05684	0.00030	0.04734	0.79920
0.05712	0.00033	0.04924	0.80316
0.05740	0.00036	0.05188	0.80712
0.05768	0.00034	0.05076	0.81107
0.05797	0.00031	0.04806	0.81503
0.05825	0.00032	0.04955	0.81898
0.05853	0.00028	0.04645	0.82294
0.05881	0.00030	0.04833	0.82690
0.05909	0.00029	0.04728	0.83085
0.05937	0.00030	0.04765	0.83481
0.05965	0.00029	0.04703	0.83876
0.05994	0.00030	0.04817	0.84272
0.06022	0.00028	0.04668	0.84668
0.06050	0.00027	0.04569	0.85063
0.06078	0.00028	0.04678	0.85459
0.06106	0.00022	0.04179	0.85854
0.06134	0.00024	0.04322	0.86250
0.06162	0.00028	0.04688	0.86645
0.06190	0.00028	0.04687	0.87041
0.06219	0.00029	0.04755	0.87437
0.06247	0.00028	0.04708	0.87832
0.06275	0.00025	0.04455	0.88228
0.06303	0.00028	0.04702	0.88623
0.06331	0.00029	0.04802	0.89019
0.06359	0.00030	0.04885	0.89415
0.06387	0.00029	0.04812	0.89810
0.06416	0.00027	0.04677	0.90206
0.06444	0.00024	0.04374	0.90601
0.06472	0.00025	0.04488	0.90997
0.06500	0.00026	0.04593	0.91392
0.06528	0.00028	0.04733	0.91788
0.06556	0.00026	0.04580	0.92184
0.06584	0.00028	0.04730	0.92579
0.06612	0.00028	0.04755	0.92975
0.06641	0.00028	0.04782	0.93370
0.06669	0.00025	0.04513	0.93766
0.06697	0.00024	0.04403	0.94161
0.06725	0.00022	0.04259	0.94557
0.06753	0.00020	0.04037	0.94952
0.06781	0.00024	0.04478	0.95348
0.06809	0.00026	0.04564	0.95744
0.06838	0.00023	0.04377	0.96139
0.06866	0.00022	0.04240	0.96535
0.06894	0.00024	0.04493	0.96930
0.06922	0.00025	0.04505	0.97326
0.06950	0.00026	0.04640	0.97721
0.06978	0.00026	0.04670	0.98117
0.07006	0.00026	0.04655	0.98513
0.07034	0.00022	0.04275	0.98908
0.07063	0.00023	0.04389	0.99304
0.07091	0.00026	0.04623	0.99699
0.07119	0.00024	0.04478	1.00095
0.07147	0.00022	0.04293	1.00490
0.07175	0.00022	0.04325	1.00886
0.07203	0.00024	0.04475	1.01281
0.07231	0.00021	0.04197	1.01677
0.07260	0.00022	0.04303	1.02072
0.07288	0.00024	0.04480	1.02468
0.07316	0.00025	0.04586	1.02864
0.07344	0.00023	0.04401	1.03259
0.07372	0.00026	0.04625	1.03655
0.07400	0.00026	0.04657	1.04050
0.07428	0.00031	0.05083	1.04446
0.07456	0.00029	0.04894	1.04841
0.07485	0.00023	0.04420	1.05237
0.07513	0.00025	0.04552	1.05632
0.07541	0.00027	0.04795	1.06028
0.07569	0.00025	0.04598	1.06423
0.07597	0.00028	0.04897	1.06819
0.07625	0.00025	0.04581	1.07214
0.07653	0.00024	0.04499	1.07610
0.07681	0.00024	0.04489	1.08006
0.07710	0.00021	0.04204	1.08401
0.07738	0.00026	0.04674	1.08797
0.07766	0.00024	0.04536	1.09192
0.07794	0.00024	0.04512	1.09588
0.07822	0.00022	0.04318	1.09983
0.07850	0.00021	0.04234	1.10379
0.07878	0.00021	0.04236	1.10774
0.07906	0.00024	0.04520	1.11170
0.07935	0.00026	0.04676	1.11565
0.07963	0.00027	0.04836	1.11961
0.07991	0.00024	0.04555	1.12356
0.08019	0.00023	0.04389	1.12752
0.08047	0.00029	0.04984	1.13147
0.08075	0.00028	0.04898	1.13543
0.08103	0.00024	0.04510	1.13938
0.08132	0.00022	0.04342	1.14334
0.08160	0.00023	0.04386	1.14729
0.08188	0.00021	0.04275	1.15125
0.08216	0.00020	0.04124	1.15520
0.08244	0.00023	0.04466	1.15916
0.08272	0.00026	0.04715	1.16311
0.08300	0.00024	0.04490	1.16707
0.08328	0.00023	0.04473	1.17102
0.08357	0.00022	0.04316	1.17498
0.08385	0.00021	0.04252	1.17893
0.08413	0.00022	0.04359	1.18289
0.08441	0.00020	0.04199	1.18685
0.08469	0.00022	0.04384	1.19080
0.08497	0.00023	0.04494	1.19476
0.08525	0.00023	0.04407	1.19871
0.08553	0.00027	0.04794	1.20267
0.08582	0.00022	0.04348	1.20662
0.08610	0.00023	0.04418	1.21057
0.08638	0.00023	0.04495	1.21453
0.08666	0.00022	0.04342	1.21848
0.08694	0.00021	0.04280	1.22244
0.08722	0.00019	0.04086	1.22639
0.08750	0.00025	0.04689	1.23035
0.08778	0.00020	0.04185	1.23430
0.08807	0.00025	0.04615	1.23826
0.08835	0.00024	0.04558	1.24221
0.08863	0.00022	0.04413	1.24617
0.08891	0.00022	0.04356	1.25012
0.08919	0.00020	0.04126	1.25408
0.08947	0.00018	0.03957	1.25803
0.08975	0.00018	0.03934	1.26199
0.09003	0.00021	0.04234	1.26594
0.09032	0.00023	0.04483	1.26990
0.09060	0.00022	0.04387	1.27385
0.09088	0.00021	0.04228	1.27781
0.09116	0.00020	0.04183	1.28176
0.09144	0.00021	0.04232	1.28572
0.09172	0.00018	0.03925	1.28967
0.09200	0.00018	0.04014	1.29363
0.09228	0.00018	0.03940	1.29758
0.09257	0.00021	0.04299	1.30154
0.09285	0.00019	0.04048	1.30549
0.09313	0.00017	0.03905	1.30945
0.09341	0.00019	0.04130	1.31340
0.09369	0.00021	0.04251	1.31735
0.09397	0.00019	0.04091	1.32131
0.09425	0.00022	0.04405	1.32526
0.09453	0.00021	0.04247	1.32922
0.09482	0.00023	0.04478	1.33317
0.09510	0.00022	0.04407	1.33713
0.09538	0.00023	0.04487	1.34108
0.09566	0.00021	0.04262	1.34504
0.09594	0.00023	0.04538	1.34899
0.09622	0.00024	0.04606	1.35295
0.09650	0.00022	0.04442	1.35690
0.09678	0.00023	0.04505	1.36085
0.09707	0.00022	0.04410	1.36481
0.09735	0.00022	0.04350	1.36876
0.09763	0.00021	0.04252	1.37272
0.09791	0.00019	0.04037	1.37667
0.09819	0.00017	0.03918	1.38063
0.09847	0.00021	0.04294	1.38458
0.09875	0.00021	0.04253	1.38854
0.09903	0.00022	0.04416	1.39249
0.09932	0.00018	0.03943	1.39644
0.09960	0.00019	0.04125	1.40040
0.09988	0.00020	0.04168	1.40435
0.10016	0.00024	0.04562	1.40831
0.10044	0.00020	0.04242	1.41226
0.10072	0.00021	0.04314	1.41622
0.10100	0.00021	0.04322	1.42017
0.10128	0.00023	0.04461	1.42412
0.10157	0.00021	0.04258	1.42808
0.10185	0.00022	0.04417	1.43203
0.10213	0.00019	0.04140	1.43599
0.10241	0.00015	0.03681	1.43994
0.10269	0.00017	0.03877	1.44390
0.10297	0.00021	0.04303	1.44785
0.10325	0.00021	0.04313	1.45180
0.10353	0.00020	0.04243	1.45576
0.10381	0.00019	0.04121	1.45971
0.10410	0.00020	0.04233	1.46367
0.10438	0.00023	0.04459	1.46762
0.10466	0.00021	0.04290	1.47157
0.10494	0.00020	0.04239	1.47553
0.10522	0.00023	0.04476	1.47948
0.10550	0.00024	0.04621	1.48344
0.10578	0.00020	0.04223	1.48739
0.10606	0.00020	0.04245	1.49135
0.10635	0.00022	0.04394	1.49530
0.10663	0.00020	0.04257	1.49925
0.10691	0.00021	0.04315	1.50321
0.10719	0.00020	0.04245	1.50716
0.10747	0.00018	0.03995	1.51112
0.10775	0.00019	0.04137	1.51507
0.10803	0.00018	0.04008	1.51902
0.10831	0.00017	0.03929	1.52298
0.10860	0.00017	0.03846	1.52693
0.10888	0.00016	0.03771	1.53088
0.10916	0.00015	0.03696	1.53484
0.10944	0.00018	0.03972	1.53879
0.10972	0.00019	0.04103	1.54275
0.11000	0.00017	0.03902	1.54670
0.11028	0.00016	0.03766	1.55065
0.11056	0.00020	0.04196	1.55461
0.11084	0.00023	0.04520	1.55856
0.11113	0.00020	0.04247	1.56252
0.11141	0.00021	0.04284	1.56647
0.11169	0.00017	0.03900	1.57042
0.11197	0.00021	0.04306	1.57438
0.11225	0.00020	0.04208	1.57833
0.11253	0.00018	0.03950	1.58228
0.11281	0.00018	0.04048	1.58624
0.11309	0.00019	0.04162	1.59019
0.11338	0.00016	0.03724	1.59415
0.11366	0.00016	0.03795	1.59810
0.11394	0.00019	0.04089	1.60205
0.11422	0.00019	0.04147	1.60601
0.11450	0.00020	0.04245	1.60996
0.11478	0.00019	0.04084	1.61391
0.11506	0.00016	0.03835	1.61787
0.11534	0.00016	0.03820	1.62182
0.11562	0.00019	0.04135	1.62577
0.11591	0.00015	0.03699	1.62973
0.11619	0.00015	0.03638	1.63368
0.11647	0.00019	0.04080	1.63763
0.11675	0.00018	0.04038	1.64159
0.11703	0.00018	0.04022	1.64554
0.11731	0.00021	0.04337	1.64949
0.11759	0.00021	0.04376	1.65345
0.11787	0.00020	0.04225	1.65740
0.11815	0.00020	0.04201	1.66135
0.11844	0.00021	0.04326	1.66531
0.11872	0.00020	0.04208	1.66926
0.11900	0.00017	0.03904	1.67322
0.11928	0.00019	0.04151	1.67717
0.11956	0.00019	0.04072	1.68112
0.11984	0.00018	0.03962	1.68508
0.12012	0.00018	0.04037	1.68903
0.12040	0.00020	0.04202	1.69298
0.12068	0.00019	0.04091	1.69693
0.12097	0.00017	0.03928	1.70089
0.12125	0.00013	0.03453	1.70484
0.12153	0.00015	0.03707	1.70879
0.12181	0.00015	0.03723	1.71275
0.12209	0.00017	0.03940	1.71670
0.12237	0.00021	0.04347	1.72065
0.12265	0.00023	0.04572	1.72461
0.12293	0.00020	0.04277	1.72856
0.12322	0.00023	0.04549	1.73251
0.12350	0.00020	0.04205	1.73647
0.12378	0.00021	0.04348	1.74042
0.12406	0.00020	0.04216	1.74437
0.12434	0.00017	0.03898	1.74833
0.12462	0.00022	0.04405	1.75228
0.12490	0.00019	0.04108	1.75623
0.12518	0.00021	0.04327	1.76018
0.12546	0.00019	0.04164	1.76414
0.12575	0.00016	0.03762	1.76809
0.12603	0.00017	0.03877	1.77204
0.12631	0.00021	0.04313	1.77600
0.12659	0.00017	0.03938	1.77995
0.12687	0.00019	0.04111	1.78390
0.12715	0.00017	0.03954	1.78786
0.12743	0.00016	0.03828	1.79181
0.12771	0.00017	0.03915	1.79576
0.12799	0.00018	0.04019	1.79971
0.12828	0.00020	0.04285	1.80367
0.12856	0.00020	0.04243	1.80762
0.12884	0.00020	0.04237	1.81157
0.12912	0.00019	0.04166	1.81552
0.12940	0.00016	0.03825	1.81948
0.12968	0.00017	0.03900	1.82343
0.12996	0.00016	0.03853	1.82738
0.13024	0.00018	0.04017	1.83134
0.13052	0.00017	0.03927	1.83529
0.13080	0.00017	0.03890	1.83924
0.13109	0.00020	0.04262	1.84319
0.13137	0.00017	0.03894	1.84715
0.13165	0.00019	0.04116	1.85110
0.13193	0.00018	0.04023	1.85505
0.13221	0.00017	0.03864	1.85900
0.13249	0.00013	0.03420	1.86296
0.13277	0.00017	0.03917	1.86691
0.13305	0.00019	0.04148	1.87086
0.13333	0.00015	0.03622	1.87481
0.13362	0.00016	0.03817	1.87877
0.13390	0.00016	0.03852	1.88272
0.13418	0.00015	0.03697	1.88667
0.13446	0.00017	0.04045	1.89062
0.13474	0.00019	0.04674	1.89458
0.13502	0.00017	0.04556	1.89853
0.13530	0.00019	0.05062	1.90248
0.13558	0.00018	0.05036	1.90643
0.13586	0.00014	0.04585	1.91039
0.13615	0.00016	0.05110	1.91434
0.13643	0.00022	0.06075	1.91829
0.13671	0.00017	0.05603	1.92224
0.13699	0.00016	0.05505	1.92619
0.13727	0.00020	0.06364	1.93015
0.13755	0.00019	0.06381	1.93410
0.13783	0.00017	0.06227	1.93805
0.13811	0.00019	0.06662	1.94200
0.13839	0.00014	0.06031	1.94596
0.13867	0.00018	0.07063	1.94991
0.13896	0.00021	0.07874	1.95386
0.13924	0.00021	0.08141	1.95781
0.13952	0.00015	0.07072	1.96176
0.13980	0.00011	0.06227	1.96572
0.14008	0.00019	0.08479	1.96967
0.14036	0.00017	0.08322	1.97362
0.14064	0.00025	0.10566	1.97757
0.14092	0.00026	0.11512	1.98152
0.14120	0.00023	0.11375	1.98548
0.14148	0.00021	0.11372	1.98943
0.14177	0.00023	0.12694	1.99338
0.14205	0.00021	0.13027	1.99733
0.14233	0.00017	0.12479	2.00128
0.14261	0.00024	0.16520	2.00524
0.14289	0.00018	0.15838	2.00919
0.14317	0.00004	0.08908	2.01314
0.14345	0.00016	0.21047	2.01709
0.14373	0.00017	0.29174	2.02104
0.14401	0.00000	0.00000	2.02500
