q(A-1)	I(q)20230413_0_00007.edf{0}_circles_9_division_ExposureTime	Sig(q)20230413_0_00007.edf{0}_circles_9	2Theta(degrees)
0.02336	0.00569	0.00643	0.32840
0.02364	0.00434	0.00559	0.33236
0.02392	0.01762	0.01118	0.33632
0.02420	0.02591	0.01354	0.34027
0.02448	0.02969	0.01433	0.34423
0.02476	0.03601	0.01576	0.34819
0.02504	0.03973	0.01645	0.35214
0.02533	0.01188	0.00894	0.35610
0.02561	0.00912	0.00781	0.36006
0.02589	0.01530	0.01002	0.36401
0.02617	0.02419	0.01260	0.36797
0.02645	0.01060	0.00827	0.37193
0.02673	0.02527	0.01272	0.37588
0.02701	0.01930	0.01106	0.37984
0.02730	0.02478	0.01245	0.38380
0.02758	0.02531	0.01257	0.38775
0.02786	0.03006	0.01357	0.39171
0.02814	0.02373	0.01203	0.39567
0.02842	0.04234	0.01599	0.39962
0.02870	0.05773	0.01858	0.40358
0.02898	0.03155	0.01369	0.40753
0.02927	0.01779	0.01019	0.41149
0.02955	0.01722	0.01002	0.41545
0.02983	0.02119	0.01104	0.41940
0.03011	0.03688	0.01452	0.42336
0.03039	0.02980	0.01299	0.42732
0.03067	0.03948	0.01485	0.43127
0.03095	0.02761	0.01242	0.43523
0.03124	0.03870	0.01458	0.43919
0.03152	0.02834	0.01246	0.44314
0.03180	0.01655	0.00947	0.44710
0.03208	0.02121	0.01067	0.45106
0.03236	0.00997	0.00730	0.45501
0.03264	0.00545	0.00535	0.45897
0.03292	0.01606	0.00919	0.46293
0.03321	0.01276	0.00814	0.46688
0.03349	0.03034	0.01251	0.47084
0.03377	0.02213	0.01065	0.47480
0.03405	0.00625	0.00562	0.47875
0.03433	0.02304	0.01080	0.48271
0.03461	0.03326	0.01287	0.48666
0.03489	0.03145	0.01249	0.49062
0.03517	0.01362	0.00818	0.49458
0.03546	0.01046	0.00713	0.49853
0.03574	0.03307	0.01269	0.50249
0.03602	0.01668	0.00893	0.50645
0.03630	0.01110	0.00728	0.51040
0.03658	0.01893	0.00946	0.51436
0.03686	0.00753	0.00595	0.51832
0.03714	0.01189	0.00746	0.52227
0.03743	0.03873	0.01336	0.52623
0.03771	0.03126	0.01201	0.53018
0.03799	0.01322	0.00776	0.53414
0.03827	0.01173	0.00730	0.53810
0.03855	0.01397	0.00793	0.54205
0.03883	0.03514	0.01250	0.54601
0.03911	0.02437	0.01042	0.54997
0.03940	0.01959	0.00928	0.55392
0.03968	0.01810	0.00891	0.55788
0.03996	0.02292	0.00998	0.56184
0.04024	0.01517	0.00808	0.56579
0.04052	0.00838	0.00601	0.56975
0.04080	0.01204	0.00715	0.57370
0.04108	0.01797	0.00873	0.57766
0.04137	0.01705	0.00846	0.58162
0.04165	0.01907	0.00892	0.58557
0.04193	0.01213	0.00710	0.58953
0.04221	0.01090	0.00669	0.59349
0.04249	0.01123	0.00679	0.59744
0.04277	0.00994	0.00635	0.60140
0.04305	0.01200	0.00697	0.60536
0.04333	0.02100	0.00919	0.60931
0.04362	0.01969	0.00885	0.61327
0.04390	0.03410	0.01165	0.61722
0.04418	0.02272	0.00945	0.62118
0.04446	0.01815	0.00844	0.62514
0.04474	0.01899	0.00859	0.62909
0.04502	0.01522	0.00767	0.63305
0.04530	0.01357	0.00723	0.63701
0.04559	0.02145	0.00904	0.64096
0.04587	0.00959	0.00605	0.64492
0.04615	0.01504	0.00753	0.64887
0.04643	0.01550	0.00764	0.65283
0.04671	0.00886	0.00576	0.65679
0.04699	0.00909	0.00580	0.66074
0.04727	0.01486	0.00742	0.66470
0.04756	0.00780	0.00534	0.66865
0.04784	0.00785	0.00536	0.67261
0.04812	0.01139	0.00642	0.67657
0.04840	0.01877	0.00822	0.68052
0.04868	0.01081	0.00624	0.68448
0.04896	0.01400	0.00705	0.68844
0.04924	0.01202	0.00654	0.69239
0.04953	0.00999	0.00593	0.69635
0.04981	0.01033	0.00602	0.70030
0.05009	0.01271	0.00667	0.70426
0.05037	0.00004	0.00038	0.70822
0.05065	0.00472	0.00404	0.71217
0.05093	0.00471	0.00401	0.71613
0.05121	0.01507	0.00718	0.72008
0.05149	0.00813	0.00526	0.72404
0.05178	0.00837	0.00531	0.72800
0.05206	0.01236	0.00646	0.73195
0.05234	0.00744	0.00498	0.73591
0.05262	0.00716	0.00489	0.73986
0.05290	0.00304	0.00317	0.74382
0.05318	0.00473	0.00394	0.74778
0.05346	0.00643	0.00460	0.75173
0.05375	0.00496	0.00401	0.75569
0.05403	0.00928	0.00554	0.75964
0.05431	0.01054	0.00604	0.76360
0.05459	0.00605	0.00465	0.76756
0.05487	0.01052	0.00619	0.77151
0.05515	0.00891	0.00572	0.77547
0.05543	0.00642	0.00490	0.77942
0.05571	0.00938	0.00593	0.78338
0.05600	0.00451	0.00415	0.78734
0.05628	0.00314	0.00347	0.79129
0.05656	0.00228	0.00297	0.79525
0.05684	0.00268	0.00323	0.79920
0.05712	0.00485	0.00436	0.80316
0.05740	0.00634	0.00502	0.80712
0.05768	0.00350	0.00372	0.81107
0.05797	0.00188	0.00274	0.81503
0.05825	0.00213	0.00293	0.81898
0.05853	0.00019	0.00087	0.82294
0.05881	0.00388	0.00398	0.82690
0.05909	0.00121	0.00221	0.83085
0.05937	0.00288	0.00344	0.83481
0.05965	0.00552	0.00477	0.83876
0.05993	0.01363	0.00749	0.84272
0.06022	0.00683	0.00533	0.84668
0.06050	0.00292	0.00348	0.85063
0.06078	0.00000	0.00000	0.85459
0.06106	0.00028	0.00108	0.85854
0.06134	0.00658	0.00526	0.86250
0.06162	0.00276	0.00341	0.86645
0.06190	0.00489	0.00454	0.87041
0.06219	0.00237	0.00318	0.87437
0.06247	0.00029	0.00110	0.87832
0.06275	0.00399	0.00413	0.88228
0.06303	0.00000	0.00000	0.88623
0.06331	0.00103	0.00210	0.89019
0.06359	0.01447	0.00791	0.89415
0.06387	0.00275	0.00344	0.89810
0.06415	0.00333	0.00380	0.90206
0.06444	0.00000	0.00000	0.90601
0.06472	0.00000	0.00000	0.90997
0.06500	0.00418	0.00428	0.91392
0.06528	0.00019	0.00090	0.91788
0.06556	0.00498	0.00468	0.92184
0.06584	0.00379	0.00407	0.92579
0.06612	0.00084	0.00192	0.92975
0.06641	0.00357	0.00397	0.93370
0.06669	0.00607	0.00516	0.93766
0.06697	0.00275	0.00349	0.94161
0.06725	0.00138	0.00247	0.94557
0.06753	0.00305	0.00368	0.94952
0.06781	0.00209	0.00305	0.95348
0.06809	0.00488	0.00466	0.95744
0.06837	0.00293	0.00362	0.96139
0.06866	0.00345	0.00391	0.96535
0.06894	0.00000	0.00000	0.96930
0.06922	0.00205	0.00303	0.97326
0.06950	0.00789	0.00594	0.97721
0.06978	0.00803	0.00602	0.98117
0.07006	0.00000	0.00000	0.98513
0.07034	0.00000	0.00000	0.98908
0.07063	0.00000	0.00000	0.99304
0.07091	0.00060	0.00165	0.99699
0.07119	0.00757	0.00586	1.00095
0.07147	0.00089	0.00200	1.00490
0.07175	0.00919	0.00647	1.00886
0.07203	0.00445	0.00448	1.01281
0.07231	0.00000	0.00000	1.01677
0.07259	0.00000	0.00000	1.02072
0.07288	0.00000	0.00000	1.02468
0.07316	0.00000	0.00000	1.02864
0.07344	0.00000	0.00000	1.03259
0.07372	0.00000	0.00000	1.03655
0.07400	0.00000	0.00000	1.04050
0.07428	0.00000	0.00000	1.04446
0.07456	0.00094	0.00207	1.04841
0.07484	0.00915	0.00648	1.05237
0.07513	0.00372	0.00415	1.05632
0.07541	0.00163	0.00273	1.06028
0.07569	0.00753	0.00590	1.06423
0.07597	0.00930	0.00655	1.06819
0.07625	0.00000	0.00000	1.07214
0.07653	0.00000	0.00000	1.07610
0.07681	0.00389	0.00423	1.08006
0.07710	0.00655	0.00552	1.08401
0.07738	0.00730	0.00582	1.08797
0.07766	0.00456	0.00460	1.09192
0.07794	0.00456	0.00461	1.09588
0.07822	0.00824	0.00619	1.09983
0.07850	0.00253	0.00343	1.10379
0.07878	0.01241	0.00761	1.10774
0.07906	0.00338	0.00396	1.11170
0.07935	0.00708	0.00575	1.11565
0.07963	0.00337	0.00397	1.11961
0.07991	0.00130	0.00247	1.12356
0.08019	0.00460	0.00464	1.12752
0.08047	0.00161	0.00274	1.13147
0.08075	0.00632	0.00545	1.13543
0.08103	0.00793	0.00610	1.13938
0.08131	0.00835	0.00626	1.14334
0.08160	0.00404	0.00436	1.14729
0.08188	0.00000	0.00000	1.15125
0.08216	0.00000	0.00000	1.15520
0.08244	0.00371	0.00418	1.15916
0.08272	0.00542	0.00505	1.16311
0.08300	0.00029	0.00118	1.16707
0.08328	0.00171	0.00284	1.17102
0.08356	0.00301	0.00378	1.17498
0.08385	0.00000	0.00000	1.17893
0.08413	0.00308	0.00382	1.18289
0.08441	0.01002	0.00689	1.18685
0.08469	0.00111	0.00229	1.19080
0.08497	0.00383	0.00426	1.19476
0.08525	0.00090	0.00207	1.19871
0.08553	0.00967	0.00678	1.20267
0.08582	0.00459	0.00467	1.20662
0.08610	0.00000	0.00000	1.21057
0.08638	0.00000	0.00000	1.21453
0.08666	0.00736	0.00592	1.21848
0.08694	0.00216	0.00321	1.22244
0.08722	0.00421	0.00448	1.22639
0.08750	0.01127	0.00732	1.23035
0.08778	0.00834	0.00631	1.23430
0.08807	0.00000	0.00000	1.23826
0.08835	0.00000	0.00000	1.24221
0.08863	0.00000	0.00000	1.24617
0.08891	0.00000	0.00000	1.25012
0.08919	0.00264	0.00355	1.25408
0.08947	0.00215	0.00321	1.25803
0.08975	0.00000	0.00000	1.26199
0.09003	0.00000	0.00000	1.26594
0.09032	0.00236	0.00336	1.26990
0.09060	0.00476	0.00478	1.27385
0.09088	0.00247	0.00344	1.27781
0.09116	0.00000	0.00000	1.28176
0.09144	0.00335	0.00401	1.28572
0.09172	0.00944	0.00674	1.28967
0.09200	0.00643	0.00556	1.29363
0.09228	0.00225	0.00328	1.29758
0.09257	0.01433	0.00830	1.30154
0.09285	0.00845	0.00638	1.30549
0.09313	0.01019	0.00700	1.30945
0.09341	0.00385	0.00431	1.31340
0.09369	0.00425	0.00453	1.31735
0.09397	0.00389	0.00433	1.32131
0.09425	0.00323	0.00395	1.32526
0.09453	0.00734	0.00595	1.32922
0.09482	0.00322	0.00394	1.33317
0.09510	0.00161	0.00279	1.33713
0.09538	0.00000	0.00000	1.34108
0.09566	0.00000	0.00000	1.34504
0.09594	0.00000	0.00000	1.34899
0.09622	0.00000	0.00000	1.35295
0.09650	0.00000	0.00000	1.35690
0.09678	0.00000	0.00000	1.36085
0.09706	0.00735	0.00596	1.36481
0.09735	0.00718	0.00590	1.36876
0.09763	0.00000	0.00000	1.37272
0.09791	0.00000	0.00000	1.37667
0.09819	0.00054	0.00161	1.38063
0.09847	0.00432	0.00458	1.38458
0.09875	0.00462	0.00474	1.38854
0.09903	0.00023	0.00107	1.39249
0.09931	0.00000	0.00000	1.39644
0.09960	0.00545	0.00515	1.40040
0.09988	0.00427	0.00456	1.40435
0.10016	0.00000	0.00000	1.40831
0.10044	0.00317	0.00392	1.41226
0.10072	0.00169	0.00287	1.41622
0.10100	0.00000	0.00000	1.42017
0.10128	0.00000	0.00000	1.42412
0.10156	0.00000	0.00000	1.42808
0.10185	0.00403	0.00443	1.43203
0.10213	0.00084	0.00202	1.43599
0.10241	0.00000	0.00000	1.43994
0.10269	0.00000	0.00000	1.44390
0.10297	0.00000	0.00000	1.44785
0.10325	0.00000	0.00000	1.45180
0.10353	0.00000	0.00000	1.45576
0.10381	0.01199	0.00765	1.45971
0.10410	0.00266	0.00360	1.46367
0.10438	0.00069	0.00184	1.46762
0.10466	0.00420	0.00453	1.47157
0.10494	0.00373	0.00427	1.47553
0.10522	0.00481	0.00485	1.47948
0.10550	0.00212	0.00322	1.48344
0.10578	0.00870	0.00653	1.48739
0.10606	0.00021	0.00101	1.49135
0.10634	0.00000	0.00000	1.49530
0.10663	0.00221	0.00329	1.49925
0.10691	0.00575	0.00531	1.50321
0.10719	0.00675	0.00575	1.50716
0.10747	0.00000	0.00000	1.51112
0.10775	0.00000	0.00000	1.51507
0.10803	0.00000	0.00000	1.51902
0.10831	0.00282	0.00372	1.52298
0.10859	0.00949	0.00683	1.52693
0.10888	0.00242	0.00344	1.53088
0.10916	0.00000	0.00000	1.53484
0.10944	0.00000	0.00000	1.53879
0.10972	0.00559	0.00524	1.54275
0.11000	0.00911	0.00669	1.54670
0.11028	0.00004	0.00044	1.55065
0.11056	0.00351	0.00415	1.55461
0.11084	0.00141	0.00264	1.55856
0.11113	0.00000	0.00000	1.56252
0.11141	0.00089	0.00209	1.56647
0.11169	0.00403	0.00446	1.57042
0.11197	0.00523	0.00509	1.57438
0.11225	0.01503	0.00862	1.57833
0.11253	0.00446	0.00468	1.58228
0.11281	0.00000	0.00000	1.58624
0.11309	0.00000	0.00000	1.59019
0.11337	0.00000	0.00000	1.59415
0.11366	0.00234	0.00339	1.59810
0.11394	0.00258	0.00357	1.60205
0.11422	0.00000	0.00000	1.60601
0.11450	0.00000	0.00000	1.60996
0.11478	0.00000	0.00000	1.61391
0.11506	0.00000	0.00000	1.61787
0.11534	0.00338	0.00409	1.62182
0.11562	0.00862	0.00652	1.62577
0.11590	0.00282	0.00373	1.62973
0.11619	0.00051	0.00159	1.63368
0.11647	0.00453	0.00473	1.63763
0.11675	0.00485	0.00490	1.64159
0.11703	0.00000	0.00000	1.64554
0.11731	0.00000	0.00000	1.64949
0.11759	0.00000	0.00000	1.65345
0.11787	0.00031	0.00123	1.65740
0.11815	0.00464	0.00479	1.66135
0.11844	0.00418	0.00455	1.66531
0.11872	0.00076	0.00194	1.66926
0.11900	0.00000	0.00000	1.67322
0.11928	0.00000	0.00000	1.67717
0.11956	0.00000	0.00000	1.68112
0.11984	0.00000	0.00000	1.68508
0.12012	0.00000	0.00000	1.68903
0.12040	0.00296	0.00383	1.69298
0.12068	0.00199	0.00314	1.69693
0.12097	0.00000	0.00000	1.70089
0.12125	0.00000	0.00000	1.70484
0.12153	0.00000	0.00000	1.70879
0.12181	0.00000	0.00000	1.71275
0.12209	0.00000	0.00000	1.71670
0.12237	0.00000	0.00000	1.72065
0.12265	0.00000	0.00000	1.72461
0.12293	0.00000	0.00000	1.72856
0.12321	0.00254	0.00355	1.73251
0.12350	0.00243	0.00347	1.73647
0.12378	0.00089	0.00210	1.74042
0.12406	0.00882	0.00662	1.74437
0.12434	0.00727	0.00601	1.74833
0.12462	0.00289	0.00379	1.75228
0.12490	0.00000	0.00000	1.75623
0.12518	0.00154	0.00277	1.76018
0.12546	0.00343	0.00413	1.76414
0.12574	0.00000	0.00000	1.76809
0.12603	0.00000	0.00000	1.77204
0.12631	0.00000	0.00000	1.77600
0.12659	0.00000	0.00000	1.77995
0.12687	0.00000	0.00000	1.78390
0.12715	0.00177	0.00297	1.78786
0.12743	0.00818	0.00638	1.79181
0.12771	0.00081	0.00201	1.79576
0.12799	0.00416	0.00455	1.79971
0.12827	0.00421	0.00458	1.80367
0.12856	0.00572	0.00533	1.80762
0.12884	0.00003	0.00039	1.81157
0.12912	0.00000	0.00000	1.81552
0.12940	0.00000	0.00000	1.81948
0.12968	0.00000	0.00000	1.82343
0.12996	0.00000	0.00000	1.82738
0.13024	0.00000	0.00000	1.83134
0.13052	0.00000	0.00000	1.83529
0.13080	0.00000	0.00000	1.83924
0.13109	0.00000	0.00000	1.84319
0.13137	0.00000	0.00000	1.84715
0.13165	0.00000	0.00000	1.85110
0.13193	0.00000	0.00000	1.85505
0.13221	0.00000	0.00000	1.85900
0.13249	0.00000	0.00000	1.86296
0.13277	0.00242	0.00347	1.86691
0.13305	0.00257	0.00358	1.87086
0.13333	0.00000	0.00000	1.87481
0.13361	0.00000	0.00000	1.87877
0.13390	0.00000	0.00000	1.88272
0.13418	0.00000	0.00000	1.88667
0.13446	0.00000	0.00000	1.89062
0.13474	0.00000	0.00000	1.89458
0.13502	0.00000	0.00000	1.89853
0.13530	0.00000	0.00000	1.90248
0.13558	0.00145	0.00270	1.90643
0.13586	0.00379	0.00450	1.91039
0.13614	0.00000	0.00000	1.91434
0.13643	0.00000	0.00000	1.91829
0.13671	0.00305	0.00463	1.92224
0.13699	0.00425	0.00564	1.92619
0.13727	0.00000	0.00000	1.93015
0.13755	0.00044	0.00192	1.93410
0.13783	0.01172	0.01017	1.93805
0.13811	0.00576	0.00731	1.94200
0.13839	0.00000	0.00000	1.94596
0.13867	0.00000	0.00000	1.94991
0.13895	0.00000	0.00000	1.95386
0.13924	0.00000	0.00000	1.95781
0.13952	0.00000	0.00000	1.96176
0.13980	0.00000	0.00000	1.96572
0.14008	0.00000	0.00000	1.96967
0.14036	0.00000	0.00000	1.97362
0.14064	0.00000	0.00000	1.97757
0.14092	0.00639	0.01017	1.98152
0.14120	0.01048	0.01347	1.98548
0.14148	0.00000	0.00000	1.98943
0.14177	0.00000	0.00000	1.99338
0.14205	0.00000	0.00000	1.99733
0.14233	0.00000	0.00000	2.00128
0.14261	0.00000	0.00000	2.00524
0.14289	0.00000	0.00000	2.00919
0.14317	0.00000	0.00000	2.01314
0.14345	0.00000	0.00000	2.01709
0.14373	0.00000	0.00000	2.02104
0.14401	0.00000	0.00000	2.02500
0.14429	0.00000	0.00000	2.02895
0.14458	0.00000	0.00000	2.03290
0.14486	0.00000	0.00000	2.03685
0.14514	0.00000	0.00000	2.04080
0.14542	0.00000	0.00000	2.04475
0.14570	0.00000	0.00000	2.04871
0.14598	0.00000	0.00000	2.05266
0.14626	0.00000	0.00000	2.05661
